Country,StockCode,Description,Amount,Rank
Hong Kong,20981,12 PENCILS TALL TUBE WOODLAND,10.2,174.5
EIRE,21945,STRAWBERRIES  DESIGN FLANNEL ,10.2,1831.5
Finland,72818,CHRISTMAS DECOUPAGE CANDLE,10.2,395.5
Germany,21389,IVORY HANGING DECORATION  BIRD,10.2,1546.0
Germany,21441,BLUE BIRDHOUSE DECORATION,10.2,1546.0
Austria,21676,FLOWERS  STICKERS,10.2,263.5
Cyprus,22521,CHILDS GARDEN TROWEL PINK,10.2,373.5
Germany,90087,CRYSTAL SEA HORSE PHONE CHARM,10.2,1546.0
EIRE,20755,BLUE PAISLEY POCKET BOOK,10.2,1831.5
Australia,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",10.2,590.5
Switzerland,22595,GINGHAM HEART DECORATION,10.2,865.5
Spain,17107D,FLOWER FAIRY 5 DRAWER LINERS,10.2,887.0
Germany,22521,CHILDS GARDEN TROWEL PINK,10.2,1546.0
Australia,22219,LOVEBIRD HANGING DECORATION WHITE ,10.2,590.5
EIRE,22129,PARTY CONES CANDY TREE DECORATION,10.2,1831.5
Poland,22963,JAM JAR WITH GREEN LID,10.2,191.0
Cyprus,22522,CHILDS GARDEN FORK BLUE ,10.2,373.5
Hong Kong,20982,12 PENCILS TALL TUBE SKULLS,10.2,174.5
Germany,21061,PARTY INVITES FOOTBALL,10.2,1546.0
Spain,21313,GLASS HEART T-LIGHT HOLDER ,10.2,887.0
United Kingdom,85109,PINK BOUDOIR T-LIGHT HOLDER,10.2,3925.5
Cyprus,22523,CHILDS GARDEN FORK PINK,10.2,373.5
Norway,85231B,CINAMMON SET OF 9 T-LIGHTS,10.2,557.5
Belgium,22603,CHRISTMAS RETROSPOT TREE WOOD,10.2,704.5
Germany,22491,PACK OF 12 COLOURED PENCILS,10.2,1546.0
Germany,21059,PARTY INVITES DINOSAURS,10.2,1546.0
Austria,21989,PACK OF 20 SKULL PAPER NAPKINS,10.2,263.5
Spain,21078,SET/20 STRAWBERRY PAPER NAPKINS ,10.2,887.0
Austria,21988,PACK OF 6 SKULL PAPER PLATES,10.2,263.5
Belgium,21062,PARTY INVITES SPACEMAN,10.2,704.5
Spain,21058,PARTY INVITES WOODLAND,10.2,887.0
Finland,35916C,PINK FELT HANGING HEART W FLOWER,10.2,395.5
Germany,85176,SEWING SUSAN 21 NEEDLE SET,10.2,1546.0
Switzerland,22962,JAM JAR WITH PINK LID,10.2,865.5
Switzerland,22945,CHRISTMAS METAL TAGS ASSORTED ,10.2,865.5
Switzerland,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,10.2,865.5
Austria,21675,BUTTERFLIES STICKERS,10.2,263.5
Switzerland,22255,FELT TOADSTOOL  SMALL,10.2,865.5
EIRE,22132,RED LOVE HEART SHAPE CUP,10.2,1831.5
Germany,22603,CHRISTMAS RETROSPOT TREE WOOD,10.2,1546.0
Greece,20982,12 PENCILS TALL TUBE SKULLS,10.2,121.0
Germany,21675,BUTTERFLIES STICKERS,10.2,1546.0
Greece,20983,12 PENCILS TALL TUBE RED RETROSPOT,10.2,121.0
Cyprus,22520,CHILDS GARDEN TROWEL BLUE ,10.2,373.5
Germany,22595,CHRISTMAS GINGHAM HEART,10.2,1546.0
Germany,21704,BAG 250g SWIRLY MARBLES,10.2,1546.0
Cyprus,22908,PACK OF 20 NAPKINS RED APPLES,10.2,373.5
France,21678,PAISLEY PATTERN  STICKERS,10.2,1363.0
Germany,21723,ALPHABET HEARTS STICKER SHEET,10.2,1546.0
EIRE,21675,BUTTERFLIES STICKERS,10.2,1831.5
Switzerland,22322,BIRD DECORATION GREEN POLKADOT,10.2,865.5
Switzerland,22321,BIRD DECORATION RED RETROSPOT,10.2,865.5
Germany,22586,FELTCRAFT HAIRBAND PINK AND BLUE,10.2,1546.0
Portugal,20981,12 PENCILS TALL TUBE WOODLAND,10.2,540.0
EIRE,21059,PARTY INVITES DINOSAURS,10.2,1831.5
Switzerland,22261,FELT EGG COSY WHITE RABBIT ,10.2,865.5
EIRE,21060,PARTY INVITES BALLOON GIRL,10.2,1831.5
Singapore,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,10.2,164.0
Iceland,22945,CHRISTMAS METAL TAGS ASSORTED ,10.2,96.5
Greece,22268,EASTER DECORATION SITTING BUNNY,10.2,121.0
Germany,22602,CHRISTMAS RETROSPOT HEART WOOD,10.2,1546.0
Belgium,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,10.2,704.5
Austria,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,10.2,263.5
Portugal,23398,HANGING HEART BONHEUR,10.2,540.0
EIRE,22219,LOVEBIRD HANGING DECORATION WHITE ,10.2,1831.5
Iceland,84559B,3D SHEET OF CAT STICKERS,10.2,96.5
EIRE,20839,FRENCH PAISLEY CUSHION COVER ,10.2,1831.5
EIRE,20840,FRENCH FLORAL CUSHION COVER ,10.2,1831.5
Austria,21704,BAG 250g SWIRLY MARBLES,10.2,263.5
Germany,21544,SKULLS  WATER TRANSFER TATTOOS ,10.2,1546.0
Cyprus,22962,JAM JAR WITH PINK LID,10.2,373.5
Cyprus,22963,JAM JAR WITH GREEN LID,10.2,373.5
Iceland,84559A,3D SHEET OF DOG STICKERS,10.2,96.5
Iceland,51014C,"FEATHER PEN,COAL BLACK",10.2,96.5
Germany,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,10.2,1546.0
USA,22147,FELTCRAFT BUTTERFLY HEARTS,10.15,142.0
France,20713,JUMBO BAG OWLS,10.14,1370.0
EIRE,22663,JUMBO BAG DOLLY GIRL DESIGN,10.14,1847.0
Germany,23120,PACK OF 6 SMALL FRUIT STRAWS,10.08,1572.0
Belgium,21508,VINTAGE KID DOLLY CARD ,10.08,724.5
Germany,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,10.08,1572.0
Germany,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,10.08,1572.0
Finland,22489,PACK OF 12 TRADITIONAL CRAYONS,10.08,407.0
France,22532,MAGIC DRAWING SLATE LEAP FROG ,10.08,1378.5
United Kingdom,44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,10.08,3927.0
France,22994,TRAVEL CARD WALLET RETROSPOT,10.08,1378.5
France,22025,RING OF ROSES BIRTHDAY CARD,10.08,1378.5
Germany,22151,PLACE SETTING WHITE HEART,10.08,1572.0
France,22997,TRAVEL CARD WALLET UNION JACK,10.08,1378.5
France,22718,CARD CAT AND TREE ,10.08,1378.5
Germany,21519,GIN & TONIC DIET GREETING CARD ,10.08,1572.0
Finland,22915,ASSORTED BOTTLE TOP  MAGNETS ,10.08,407.0
Germany,22718,CARD CAT AND TREE ,10.08,1572.0
Germany,21508,VINTAGE KID DOLLY CARD ,10.08,1572.0
Belgium,22545,MINI JIGSAW BUNNIES,10.08,724.5
Belgium,22537,MAGIC DRAWING SLATE DINOSAUR,10.08,724.5
Germany,21507,ELEPHANT BIRTHDAY CARD ,10.08,1572.0
Germany,21504,SKULLS GREETING CARD,10.08,1572.0
Germany,84228,HEN HOUSE W CHICK STANDING,10.08,1572.0
Belgium,22543,MINI JIGSAW BAKE A CAKE ,10.08,724.5
Germany,22715,CARD WEDDING DAY,10.08,1572.0
Germany,85203,HANGING WOOD AND FELT BUTTERFLY ,10.08,1572.0
France,23499,SET 12 VINTAGE DOILY CHALK ,10.08,1378.5
France,22044,CHRISTMAS CARD STACK OF PRESENTS,10.08,1378.5
Germany,85199S,SMALL HANGING IVORY/RED WOOD BIRD,10.08,1572.0
France,22814,CARD PARTY GAMES ,10.08,1378.5
France,22032,BOTANICAL LILY GREETING CARD,10.08,1378.5
France,22817,CARD SUKI BIRTHDAY,10.08,1378.5
France,21916,SET 12 RETRO WHITE CHALK STICKS,10.08,1378.5
Canada,21917,SET 12 KIDS  WHITE CHALK STICKS,10.08,126.0
Finland,22712,CARD DOLLY GIRL ,10.08,407.0
Germany,22024,RAINY LADIES BIRTHDAY CARD,10.08,1572.0
France,40016,CHINESE DRAGON PAPER LANTERNS,10.08,1378.5
Finland,22539,MINI JIGSAW DOLLY GIRL,10.08,407.0
France,22419,LIPSTICK PEN RED,10.08,1378.5
France,22537,MAGIC DRAWING SLATE DINOSAUR,10.08,1378.5
Germany,23499,SET 12 VINTAGE DOILY CHALK ,10.08,1572.0
Belgium,22530,MAGIC DRAWING SLATE DOLLY GIRL ,10.08,724.5
Belgium,22817,CARD SUKI BIRTHDAY,10.08,724.5
Hong Kong,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,10.08,179.0
France,23006,TRAVEL CARD WALLET FLOWER MEADOW,10.08,1378.5
Germany,22532,MAGIC DRAWING SLATE LEAP FROG ,10.08,1572.0
Germany,22999,TRAVEL CARD WALLET RETRO PETALS,10.08,1572.0
Finland,22544,MINI JIGSAW SPACEBOY,10.08,407.0
Germany,22546,MINI JIGSAW PURDEY,10.08,1572.0
France,22546,MINI JIGSAW PURDEY,10.08,1378.5
Belgium,22819,"BIRTHDAY CARD, RETRO SPOT",10.08,724.5
Germany,22539,MINI JIGSAW DOLLY GIRL,10.08,1572.0
Germany,22541,MINI JIGSAW LEAP FROG,10.08,1572.0
Germany,22543,MINI JIGSAW BAKE A CAKE ,10.08,1572.0
Belgium,22893,MINI CAKE STAND T-LIGHT HOLDER,10.08,724.5
Italy,21703,BAG 125g SWIRLY MARBLES,10.08,447.5
Germany,47422,ASSORTED MONKEY SUCTION CUP HOOK,10.08,1572.0
Germany,22032,BOTANICAL LILY GREETING CARD,10.08,1572.0
Italy,21786,POLKADOT RAIN HAT ,10.08,447.5
Canada,21918,SET 12 KIDS COLOUR  CHALK STICKS,10.08,126.0
Norway,22814,CARD PARTY GAMES ,10.08,566.5
Portugal,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,10.08,549.0
Spain,22716,CARD CIRCUS PARADE,10.08,904.5
Norway,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,10.08,566.5
Belgium,22999,TRAVEL CARD WALLET VINTAGE LEAF,10.08,724.5
Switzerland,22537,MAGIC DRAWING SLATE DINOSAUR,10.08,893.5
Switzerland,22535,MAGIC DRAWING SLATE BUNNIES ,10.08,893.5
Switzerland,22532,MAGIC DRAWING SLATE LEAP FROG ,10.08,893.5
Belgium,23000,TRAVEL CARD WALLET TRANSPORT,10.08,724.5
Poland,22998,TRAVEL CARD WALLET KEEP CALM,10.08,192.0
Spain,22816,CARD MOTORBIKE SANTA,10.08,904.5
Switzerland,22530,MAGIC DRAWING SLATE DOLLY GIRL ,10.08,893.5
Switzerland,22489,PACK OF 12 TRADITIONAL CRAYONS,10.08,893.5
Switzerland,22028,PENNY FARTHING BIRTHDAY CARD,10.08,893.5
Switzerland,22025,RING OF ROSES BIRTHDAY CARD,10.08,893.5
Switzerland,22024,RAINY LADIES BIRTHDAY CARD,10.08,893.5
Czech Republic,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,10.08,25.0
EIRE,35095A,BLUE VICTORIAN FABRIC OVAL BOX,10.08,1859.5
EIRE,23697,A PRETTY THANK YOU CARD,10.08,1859.5
Singapore,22545,MINI JIGSAW BUNNIES,10.08,166.5
Switzerland,22538,MINI JIGSAW GO TO THE FAIR,10.08,893.5
Switzerland,22545,MINI JIGSAW BUNNIES,10.08,893.5
Switzerland,22717,CARD DOG AND BALL ,10.08,893.5
Switzerland,22817,CARD SUKI BIRTHDAY,10.08,893.5
Singapore,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,10.08,166.5
Norway,21520,BOOZE & WOMEN GREETING CARD ,10.08,566.5
Norway,21917,SET 12 KIDS  WHITE CHALK STICKS,10.08,566.5
Norway,21918,SET 12 KIDS COLOUR  CHALK STICKS,10.08,566.5
Switzerland,22815,CARD PSYCHEDELIC APPLES,10.08,893.5
Switzerland,22718,CARD CAT AND TREE ,10.08,893.5
Switzerland,22712,CARD DOLLY GIRL ,10.08,893.5
Switzerland,22546,MINI JIGSAW PURDEY,10.08,893.5
Norway,22535,MAGIC DRAWING SLATE BUNNIES ,10.08,566.5
Belgium,22994,TRAVEL CARD WALLET RETROSPOT,10.08,724.5
Switzerland,22547,MINI JIGSAW DINOSAUR ,10.08,893.5
Singapore,22893,MINI CAKE STAND T-LIGHT HOLDER,10.08,166.5
Norway,22716,CARD CIRCUS PARADE,10.08,566.5
Singapore,22547,MINI JIGSAW DINOSAUR ,10.08,166.5
Spain,22712,CARD DOLLY GIRL ,10.08,904.5
EIRE,23499,SET 12 VINTAGE DOILY CHALK ,10.08,1859.5
Cyprus,85203,HANGING WOOD AND FELT BUTTERFLY ,10.08,384.5
Norway,21506,"FANCY FONT BIRTHDAY CARD, ",10.08,566.5
Cyprus,85199S,SMALL HANGING IVORY/RED WOOD BIRD,10.08,384.5
EIRE,22029,SPACEBOY BIRTHDAY CARD,10.08,1859.5
Sweden,85169C,EAU DE NIL LOVE BIRD CANDLE,10.08,239.0
Sweden,85169B,BLACK LOVE BIRD CANDLE,10.08,239.0
Sweden,85169A,IVORY LOVE BIRD CANDLE,10.08,239.0
Austria,22544,MINI JIGSAW SPACEBOY,10.08,274.5
Portugal,22419,LIPSTICK PEN RED,10.08,549.0
EIRE,22546,MINI JIGSAW PURDEY,10.08,1859.5
Portugal,22489,PACK OF 12 TRADITIONAL CRAYONS,10.08,549.0
Portugal,22540,MINI JIGSAW CIRCUS PARADE ,10.08,549.0
EIRE,22545,MINI JIGSAW BUNNIES,10.08,1859.5
EIRE,22540,MINI JIGSAW CIRCUS PARADE ,10.08,1859.5
EIRE,22539,MINI JIGSAW DOLLY GIRL,10.08,1859.5
EIRE,22537,MAGIC DRAWING SLATE DINOSAUR,10.08,1859.5
EIRE,22152,PLACE SETTING WHITE STAR,10.08,1859.5
Cyprus,22818,CARD CHRISTMAS VILLAGE,10.08,384.5
Austria,22539,MINI JIGSAW DOLLY GIRL,10.08,274.5
Sweden,22540,MINI JIGSAW CIRCUS PARADE ,10.08,239.0
EIRE,22712,CARD DOLLY GIRL ,10.08,1859.5
EIRE,22714,CARD BIRTHDAY COWBOY,10.08,1859.5
Belgium,85017B,ENVELOPE 50 BLOSSOM IMAGES,10.08,724.5
Switzerland,21507,"ELEPHANT, BIRTHDAY CARD, ",10.08,893.5
Switzerland,22023,EMPIRE BIRTHDAY CARD,10.08,893.5
Austria,22818,CARD CHRISTMAS VILLAGE,10.08,274.5
EIRE,21830,ASSORTED CREEPY CRAWLIES,10.08,1859.5
Austria,22814,CARD PARTY GAMES ,10.08,274.5
Switzerland,21916,SET 12 RETRO WHITE CHALK STICKS,10.08,893.5
Portugal,21506,"FANCY FONT BIRTHDAY CARD, ",10.08,549.0
Switzerland,21508,VINTAGE KID DOLLY CARD ,10.08,893.5
Cyprus,21916,SET 12 RETRO WHITE CHALK STICKS,10.08,384.5
EIRE,22915,ASSORTED BOTTLE TOP  MAGNETS ,10.08,1859.5
Belgium,85169D,PINK LOVE BIRD CANDLE,10.08,724.5
EIRE,23006,TRAVEL CARD WALLET FLOWER MEADOW,10.08,1859.5
EIRE,22024,RAINY LADIES BIRTHDAY CARD,10.08,1859.5
Belgium,85169A,IVORY LOVE BIRD CANDLE,10.08,724.5
EIRE,23004,TRAVEL CARD WALLET PANTRY,10.08,1859.5
EIRE,23000,TRAVEL CARD WALLET TRANSPORT,10.08,1859.5
EIRE,22994,TRAVEL CARD WALLET RETROSPOT,10.08,1859.5
Denmark,21917,SET 12 KIDS  WHITE CHALK STICKS,10.08,229.0
Sweden,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,10.08,239.0
Netherlands,22421,LIPSTICK PEN FUSCHIA,10.08,745.0
Switzerland,40016,CHINESE DRAGON PAPER LANTERNS,10.08,893.5
EIRE,85017B,ENVELOPE 50 BLOSSOM IMAGES,10.08,1859.5
Spain,22489,PACK OF 12 TRADITIONAL CRAYONS,10.08,904.5
EIRE,85186C,BUNNY EGG GARLAND,10.08,1859.5
Denmark,22538,MINI JIGSAW GO TO THE FAIR,10.08,229.0
Denmark,22539,MINI JIGSAW DOLLY GIRL,10.08,229.0
Netherlands,22995,TRAVEL CARD WALLET SUKI,10.08,745.0
Denmark,22540,MINI JIGSAW CIRCUS PARADE ,10.08,229.0
Spain,22421,LIPSTICK PEN FUSCHIA,10.08,904.5
Denmark,22544,MINI JIGSAW SPACEBOY,10.08,229.0
Spain,22419,LIPSTICK PEN RED,10.08,904.5
Spain,21703,BAG 125g SWIRLY MARBLES,10.08,904.5
Spain,21786,POLKADOT RAIN HAT ,10.08,904.5
Denmark,22489,PACK OF 12 TRADITIONAL CRAYONS,10.08,229.0
Switzerland,85017B,ENVELOPE 50 BLOSSOM IMAGES,10.08,893.5
Spain,21918,SET 12 KIDS COLOUR  CHALK STICKS,10.08,904.5
Spain,22026,BANQUET BIRTHDAY  CARD  ,10.08,904.5
USA,22027,TEA PARTY BIRTHDAY CARD,10.08,143.5
USA,22712,CARD DOLLY GIRL ,10.08,143.5
Spain,22030,SWALLOWS GREETING CARD,10.08,904.5
Channel Islands,21917,SET 12 KIDS  WHITE CHALK STICKS,10.08,420.0
Spain,22037,ROBOT BIRTHDAY CARD,10.08,904.5
Finland,21918,SET 12 KIDS COLOUR  CHALK STICKS,10.08,407.0
Finland,22032,BOTANICAL LILY GREETING CARD,10.08,407.0
Japan,21786,POLKADOT RAIN HAT ,10.08,178.0
EIRE,84993A,75 GREEN PETIT FOUR CASES,10.08,1859.5
Spain,21520,BOOZE & WOMEN GREETING CARD ,10.08,904.5
Switzerland,22819,"BIRTHDAY CARD, RETRO SPOT",10.08,893.5
Spain,22152,PLACE SETTING WHITE STAR,10.08,904.5
Denmark,21918,SET 12 KIDS COLOUR  CHALK STICKS,10.08,229.0
Spain,22539,MINI JIGSAW DOLLY GIRL,10.08,904.5
Spain,22544,MINI JIGSAW SPACEBOY,10.08,904.5
Switzerland,23120,PACK OF 6 SMALL FRUIT STRAWS,10.08,893.5
Switzerland,22984,CARD GINGHAM ROSE ,10.08,893.5
EIRE,84247G,"DECOUPAGE,GREETING CARD,",10.08,1859.5
Canada,22489,PACK OF 12 TRADITIONAL CRAYONS,10.08,126.0
EIRE,84596L,BISCUITS SMALL BOWL LIGHT BLUE,10.08,1859.5
Netherlands,23499,SET 12 VINTAGE DOILY CHALK ,10.08,745.0
Malta,23291,DOLLY GIRL CHILDRENS CUP,10.0,85.5
Malta,23292,SPACEBOY CHILDRENS CUP,10.0,85.5
Belgium,23292,SPACE BOY CHILDRENS CUP,10.0,732.0
Cyprus,21231,SWEETHEART CERAMIC TRINKET BOX,10.0,388.0
Norway,17038,PORCELAIN BUDAH INCENSE HOLDER,10.0,572.0
Austria,20675,BLUE POLKADOT BOWL,10.0,279.0
Austria,20674,GREEN POLKADOT BOWL,10.0,279.0
United Kingdom,23086,ZINC STAR T-LIGHT HOLDER ,10.0,3928.0
Malta,23290,SPACEBOY CHILDRENS BOWL,10.0,85.5
Finland,20676,RED RETROSPOT BOWL,10.0,411.5
Malta,23289,DOLLY GIRL CHILDRENS BOWL,10.0,85.5
Finland,20675,BLUE POLKADOT BOWL,10.0,411.5
Israel,82613D,METAL SIGN CUPCAKE SINGLE HOOK,10.0,206.0
Japan,23296,SET OF 6 TEA TIME BAKING CASES,10.0,179.0
Israel,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",10.0,206.0
Israel,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",10.0,206.0
France,22269,EGG CUP NATURAL CHICKEN,10.0,1387.0
EIRE,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",10.0,1875.0
USA,23289,DOLLY GIRL CHILDRENS BOWL,10.0,146.5
USA,23290,SPACEBOY CHILDRENS BOWL,10.0,146.5
USA,23292,SPACEBOY CHILDRENS CUP,10.0,146.5
Portugal,22269,EGG CUP NATURAL CHICKEN,10.0,553.0
USA,23291,DOLLY GIRL CHILDRENS CUP,10.0,146.5
EIRE,23137,ZINC WIRE SWEETHEART LETTER TRAY,10.0,1875.0
Portugal,23333,IVORY WICKER HEART MEDIUM,10.0,553.0
United Arab Emirates,23296,SET OF 6 TEA TIME BAKING CASES,10.0,61.0
Germany,84596E,SMALL LICORICE DES PINK BOWL,10.0,1584.5
Cyprus,22511,RETROSPOT BABUSHKA DOORSTOP,10.0,388.0
Austria,23289,DOLLY GIRL CHILDRENS BOWL,10.0,279.0
Norway,23292,SPACEBOY CHILDRENS CUP,10.0,572.0
EIRE,22107,PIZZA PLATE IN BOX,10.0,1875.0
Austria,23291,DOLLY GIRL CHILDRENS CUP,10.0,279.0
Austria,23292,SPACEBOY CHILDRENS CUP,10.0,279.0
Denmark,23292,SPACE BOY CHILDRENS CUP,10.0,233.0
Poland,22510,GINGHAM BABUSHKA DOORSTOP,10.0,193.0
Norway,23290,SPACEBOY CHILDRENS BOWL,10.0,572.0
RSA,20677,PINK POLKADOT BOWL,10.0,53.5
RSA,20676,RED RETROSPOT BOWL,10.0,53.5
Canada,23296,SET OF 6 TEA TIME BAKING CASES,10.0,129.0
Cyprus,22510,GINGHAM BABUSHKA DOORSTOP,10.0,388.0
Canada,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",10.0,129.0
Germany,84596G,SMALL CHOCOLATES PINK BOWL,10.0,1584.5
EIRE,20674,GREEN POLKADOT BOWL,10.0,1875.0
Spain,21774,DECORATIVE CATS BATHROOM BOTTLE,10.0,913.0
EIRE,20675,BLUE POLKADOT BOWL,10.0,1875.0
Portugal,20971,PINK BLUE FELT CRAFT TRINKET BOX,10.0,553.0
EIRE,20677,PINK POLKADOT BOWL,10.0,1875.0
Canada,82613D,METAL SIGN CUPCAKE SINGLE HOOK,10.0,129.0
EIRE,82613D,METAL SIGN CUPCAKE SINGLE HOOK,10.0,1875.0
United Kingdom,90053,CRACKED GLAZE EARRINGS IVORY,9.99,3929.0
United Kingdom,90037B,TINY CRYSTAL BRACELET GREEN,9.98,3930.0
United Kingdom,23650,SET 10 CARDS FILIGREE BAUBLE 16961,9.96,3932.5
United Kingdom,23615,SET 10 CARDS PRINTED GRAPHIC 17219,9.96,3932.5
Unspecified,23068,ALUMINIUM STAMPED HEART,9.96,190.0
United Kingdom,23619,SET 10 CARDS POINSETTIA 17093,9.96,3932.5
United Kingdom,23624,SET 10 CARD PERFECT NATIVITY 17089,9.96,3932.5
Denmark,23123,COCKTAIL SWORDS 50 PIECES,9.959999999999999,235.5
France,22210,WOOD STAMP SET BEST WISHES,9.959999999999999,1391.0
Spain,23473,WOODLAND SMALL RED FELT HEART,9.959999999999999,916.5
Spain,22211,WOOD STAMP SET FLOWERS,9.959999999999999,916.5
Germany,47344B,BLUE FLOWER DES PURSE,9.959999999999999,1588.5
Spain,23474,WOODLAND SMALL BLUE FELT HEART,9.959999999999999,916.5
Unspecified,23122,PARTY CHARMS 50 PIECES,9.959999999999999,191.5
Australia,23101,SILVER STARS TABLE DECORATION,9.959999999999999,594.5
Belgium,23282,FOLDING BUTTERFLY MIRROR IVORY ,9.959999999999999,735.0
Singapore,23102,SILVER HEARTS TABLE DECORATION,9.959999999999999,169.5
Singapore,23101,SILVER STARS TABLE DECORATION,9.959999999999999,169.5
Germany,23222,CHRISTMAS TREE HANGING GOLD,9.959999999999999,1588.5
Germany,23122,PARTY CHARMS 50 PIECES,9.959999999999999,1588.5
Germany,23102,SILVER HEARTS TABLE DECORATION,9.959999999999999,1588.5
Belgium,23354,6 GIFT TAGS 50'S CHRISTMAS ,9.959999999999999,735.0
Germany,23090,VINTAGE GLASS T-LIGHT HOLDER,9.959999999999999,1588.5
Unspecified,23090,VINTAGE GLASS T-LIGHT HOLDER,9.959999999999999,191.5
Spain,23354,6 GIFT TAGS 50'S CHRISTMAS ,9.959999999999999,916.5
Denmark,15036,ASSORTED COLOURS SILK FAN,9.959999999999999,235.5
Spain,23144,ZINC T-LIGHT HOLDER STARS SMALL,9.959999999999999,916.5
Spain,23281,FOLDING BUTTERFLY MIRROR RED  ,9.959999999999999,916.5
Portugal,23433,HANGING QUILTED PATCHWORK APPLES,9.959999999999999,556.0
Greece,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,9.959999999999999,124.0
Australia,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,9.959999999999999,594.5
Australia,23102,SILVER HEARTS TABLE DECORATION,9.959999999999999,594.5
EIRE,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,9.959999999999999,1883.0
EIRE,23123,COCKTAIL SWORDS 50 PIECES,9.959999999999999,1883.0
Israel,23281,FOLDING BUTTERFLY MIRROR RED  ,9.959999999999999,209.5
Netherlands,23225,CHERUB HEART DECORATION SILVER ,9.959999999999999,748.0
France,23473,WOODLAND SMALL RED FELT HEART,9.959999999999999,1391.0
Switzerland,23223,CHRISTMAS TREE HANGING SILVER ,9.959999999999999,911.0
Austria,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,9.959999999999999,283.0
Austria,23122,PARTY CHARMS 50 PIECES,9.959999999999999,283.0
Switzerland,23221,REINDEER HEART DECORATION SILVER,9.959999999999999,911.0
Switzerland,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,9.959999999999999,911.0
Channel Islands,23280,FOLDING MIRROR HOT PINK ,9.959999999999999,421.0
France,23432,PRETTY HANGING QUILTED HEARTS,9.959999999999999,1391.0
Israel,23432,PRETTY HANGING QUILTED HEARTS,9.959999999999999,209.5
Israel,23431,NATURAL HANGING QUILTED HEARTS ,9.959999999999999,209.5
Israel,23167,SMALL CERAMIC TOP STORAGE JAR ,9.959999999999999,209.5
Norway,22211,WOOD STAMP SET FLOWERS,9.959999999999999,575.5
Finland,23144,ZINC T-LIGHT HOLDER STARS SMALL,9.959999999999999,413.5
Norway,23122,PARTY CHARMS 50 PIECES,9.959999999999999,575.5
Norway,23144,ZINC T-LIGHT HOLDER STARS SMALL,9.959999999999999,575.5
Austria,23354,6 GIFT TAGS 50'S CHRISTMAS ,9.959999999999999,283.0
Netherlands,23221,REINDEER HEART DECORATION SILVER,9.959999999999999,748.0
Finland,23431,NATURAL HANGING QUILTED HEARTS ,9.959999999999999,413.5
Switzerland,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,9.959999999999999,911.0
Italy,23432,PRETTY HANGING QUILTED HEARTS,9.959999999999999,449.0
Canada,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,9.959999999999999,131.0
USA,23354,6 GIFT TAGS 50'S CHRISTMAS ,9.959999999999999,150.0
USA,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,9.959999999999999,150.0
Belgium,20837,FRENCH FLORAL CUSHION COVER ,9.959999999999999,735.0
USA,23167,SMALL CERAMIC TOP STORAGE JAR ,9.959999999999999,150.0
Netherlands,15036,ASSORTED COLOURS SILK FAN,9.959999999999999,748.0
France,35810A,ENAMEL PINK COFFEE CONTAINER,9.959999999999999,1391.0
Australia,20837,FRENCH FLORAL CUSHION COVER ,9.959999999999999,594.5
Switzerland,35810A,ENAMEL PINK COFFEE CONTAINER,9.959999999999999,911.0
Switzerland,23474,WOODLAND SMALL BLUE FELT HEART,9.959999999999999,911.0
Switzerland,23473,WOODLAND SMALL RED FELT HEART,9.959999999999999,911.0
France,23474,WOODLAND SMALL BLUE FELT HEART,9.959999999999999,1391.0
Switzerland,23433,HANGING QUILTED PATCHWORK APPLES,9.959999999999999,911.0
Switzerland,23281,FOLDING BUTTERFLY MIRROR RED  ,9.959999999999999,911.0
Norway,35810A,ENAMEL PINK COFFEE CONTAINER,9.959999999999999,575.5
Denmark,23282,FOLDING BUTTERFLY MIRROR IVORY ,9.959999999999999,235.5
EIRE,23222,CHRISTMAS TREE HANGING GOLD,9.959999999999999,1883.0
EIRE,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,9.959999999999999,1883.0
